title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,vote_sum,vote_count,review_id
Great service!,Easy to use and excellent customer service over the phone. I’ve been with Bell for years and it’s great!!,5,KaraKenora,11.3.1,2025-03-31 08:21:14,Bell,iOS,itunes_rss,2025-05-29,0,1,28c059f0c69b6be8fbed8a69ab701bf0
Pre authorized payment,Bell did not charge the pre authorized account. Payment way posted late due to this error,1,Mmoore807,11.3.1,2025-03-30 19:40:17,Bell,iOS,itunes_rss,2025-05-29,0,0,e3cc5648bcbb6018272c56abcdb47422
Internal Server Error,"This has been an ongoing issue for months. I wanted to upgrade my package a few months ago, but continued to get the error. Each time I called the number provided for the Maritime provinces I got a rep for Ontario. They would try and put me in contact with a rep in the maritimes but each time it was the wrong department. It 2 weeks of back and forth to try and get to the correct department. I made them aware of the app issue expecting it to be fixed by now. Nope, still the same internal error which means I have to call Bell yet again, and go through the same hoops. Ugh, you’re a communications company, communicate better.",1,Foto_Girl,11.3.1,2025-03-30 06:19:22,Bell,iOS,itunes_rss,2025-05-29,0,0,e180ff595e58c05866809334cc71ab4e
Poor service,"My internet has not been working for 12 days now. And i have contacted Bell 5 times. And been to the Bell store at Lambton Mall at least 3 times about it and they keep giving things to do like bring the modem in and they give you a new one. I follow their instructions and i still have no internet.
Bell has not solved the problem and they have me running back and forth to the Mall, calling them for help, and i am no further ahead. Still no service. “But they have my money”
My advice: Don’t go to them for anything.  Bell is a scam.",1,klfrsernb,11.3.1,2025-03-29 10:52:13,Bell,iOS,itunes_rss,2025-05-29,0,0,d2480da04b3308a01ffd88038565fc3d
Affichage horizontal impossible avec IPad,Affichage horizontal impossible avec IPad,1,Tipolmoi87,11.3.1,2025-03-29 07:35:46,Bell,iOS,itunes_rss,2025-05-29,0,0,0259650473a9d40c8e298ffb8683c7fd
Compliqué,Suspension pour l’hiver je dois téléphoner chaque mois,2,Préférentiel,11.3.1,2025-03-28 20:09:30,Bell,iOS,itunes_rss,2025-05-29,0,0,62df478f6153dcce0db48b9cb8459fce
Pre-with payment screen,"I was trying to set up the automatic payment option, but the screen never loads.",1,Santosh2496,11.3.1,2025-03-28 16:26:31,Bell,iOS,itunes_rss,2025-05-29,0,0,1179416896643f5ad82701bb536ca656
Pre authorization problems,Set up pre authorization payment and was never told that it did not kick in till the following billing cycle. If I did not look into it I would have had over due payments. I am really not happy about this. This is exactly awful customer service. I am going to be looking at changing providers at the end of my term.,1,Joyes19,11.3.1,2025-03-28 12:54:21,Bell,iOS,itunes_rss,2025-05-29,0,0,7e4a1e82b24fd692a75a8be0a20d2815
Update seems to have blocked payments,Normally I find the app okay. However it seems as though the recent update has rendered paying your bills through the app impossible; it only ever shows that they can’t connect to their server.,1,Alias Lynch,11.3.1,2025-03-28 12:36:49,Bell,iOS,itunes_rss,2025-05-29,0,0,1e4eade5fe5f54748580dbc26237f622
Payment,Your payment system doesn’t work most of the times …. It shows error and don’t select auto payment…,2,lkour57,11.3.1,2025-03-28 09:02:36,Bell,iOS,itunes_rss,2025-05-29,0,0,acb63eb7021f9b2e19a558154a0a57d7
No choice,"I have to pay 43 dollars from my cancelled order that was not delivered because they can not find my adress.
On my bill February 15 it appears minus 43 and an agent said I dont have to pay it. But later on it becomes overdue and it still shows. I talked to a retail agent and she did not understand and it is still showing as 43 overdue.
They can not do something about it.
So I have no choice but to pay it and put it on this review.",1,Jp amistad,11.3.1,2025-03-28 00:46:00,Bell,iOS,itunes_rss,2025-05-29,0,0,2cf652b864ee22047b467fc299240cba
Bill payment,A really poor system if I could have given minus stars you would have -10 out of 5,1,tdm4803,11.3.1,2025-03-27 15:32:16,Bell,iOS,itunes_rss,2025-05-29,0,0,7667abd2374629578faa4ca51d7dee95
Sucks!,Impossible de suivre le statut d’un échange de téléphone… ça dit « problème technique… » et en plus aucun retour en arrière possible. L’application doit être fermée puis rouverte pour que ça fonctionne.,1,Orbitalfenestra,11.3.1,2025-03-27 09:45:02,Bell,iOS,itunes_rss,2025-05-29,0,0,530308cc99edac53d3a2fb30827dd39f
Garbage company,If I can put 0 I will put it,1,stephen726,11.3.1,2025-03-26 09:19:06,Bell,iOS,itunes_rss,2025-05-29,0,0,99c5cac79285101bbe6aa2f13276505b
Customer Service,It was an amazing to talk to John Andrew over the phone to discuss my monthly charges. He is an awesome person,5,NavneetNeetu,11.3.1,2025-03-25 19:17:33,Bell,iOS,itunes_rss,2025-05-29,0,1,d46aa91e99c78e3f1a0f0daab2383c05
Erreur lorsque je vérifie mon utilisation bell m’indique 0. Alors que c’est plus que.   Ça.en plus,En plus je ne lieux même pas envoyer un avis.,3,Atufini,11.3.1,2025-03-25 13:49:57,Bell,iOS,itunes_rss,2025-05-29,0,0,b6e86b37f4b3fa95c6c5e9c7f39e9471
System is frequently not working,I have 10 days left in my billing cycle and the app is currently telling me that I have zero data usage.  This is surprising given that several days ago it was showing over 30 GB usage.   If the app doesn’t give accurate information it is useless in help preventing overage.   Bell is a tech company this problem is unacceptable.,1,mar -60,11.3.1,2025-03-25 05:59:07,Bell,iOS,itunes_rss,2025-05-29,0,0,5ba7a7adb04037088bf16604f60583a0
$,Toujours une augmentation je pense changer pour cogeco,3,Frechj1,11.3.1,2025-03-25 04:42:20,Bell,iOS,itunes_rss,2025-05-29,0,0,f7b470797a6e454f500035f986011722
L’application est souvent indisponible,L’application mentionne souvent 0  pour l’utilisation,2,photos Cécile,11.3.1,2025-03-25 00:36:20,Bell,iOS,itunes_rss,2025-05-29,0,0,5c53a051642eb5a894d6d02ae3bc520b
The loading of Videos so slow,need to have fast videos streaming like facebook,1,Rodfalcon37,11.3.1,2025-03-24 22:51:30,Bell,iOS,itunes_rss,2025-05-29,0,0,ad8cb912ff80b1c8b287da889efc78b3
Internet very slow,"Internet is very slow causing dropped connections and long buffering. We are located in North Gower, ON and have extremely poor service for years. Investigating alternative providers.",1,unhappyBCcustomer,11.3.1,2025-03-24 10:40:34,Bell,iOS,itunes_rss,2025-05-29,0,0,cbe142d6c82c684e35e7d2aefa16dd15
Downloading bill issue,"Every time I go to download my bill on the app it says there is a technical issue, has been happening for months and is extremely annoying that’s I have to log in on the desktop every time I want to look at my bill",1,saskfarmgirl12,11.3.1,2025-03-24 08:40:00,Bell,iOS,itunes_rss,2025-05-29,0,0,bcca8feedbde70bd0cf890a8d339dd10
Agents lied to clients,"Got an upgrade offer from 1G bit to 3Gbit, for only 5-10$ more monthly and on top of that they offered free  Bell fibe TV. And I said yes, why not. A month later I got charged for TV.  I called (Royalty department) them and they knew what happened because it was all written down and recorded but all they said is you want TV or not. They didn’t care at all that I got framed by their agent. 
Even the internet 3GBit that I got is working worse than the 1GBit that I had before. I am thinking to change provider now.",1,AlbanP123,11.3.1,2025-03-24 06:16:58,Bell,iOS,itunes_rss,2025-05-29,0,0,fbc40f4d62f01ab9991ea10848eb7268
Frustrated,Going round in circles attempting to activate Bell Wifi App,1,Dad1920,11.3.1,2025-03-23 20:04:34,Bell,iOS,itunes_rss,2025-05-29,0,0,2e65921a46b215b07da70301d28567ea
Statement Issue,Cannot download statement PDF,1,Medzey,11.3.1,2025-03-23 14:45:36,Bell,iOS,itunes_rss,2025-05-29,0,0,93fb9a2fa292c2026b0d62897a397b3f
Takes too space!,650 MB for just a simple app!!! Even games take lower space!!,2,Mahdi_ab,11.3.1,2025-03-23 13:09:25,Bell,iOS,itunes_rss,2025-05-29,0,0,45c47b02a59992fb8dfb9f47d2c281ee
Whoever created your webmail system needs to be fired,"The web mail system that I have to use here in Manitoba has got to be the worst set up in the history of any email systems in the world.
If it is not corrected soon, I will be definitely changing to a different system. And don’t say you’re number one because I don’t think you are.",1,Stammiam3,11.3.1,2025-03-23 11:37:48,Bell,iOS,itunes_rss,2025-05-29,0,0,427de5c2d71eb151d14d6713bb9c1999
Poor connection,"Very poor connection lot of trouble in this app am from Whitehorse Yukon , it’s my compulsion to use this here",1,Vidurgaur,11.3.1,2025-03-22 11:55:52,Bell,iOS,itunes_rss,2025-05-29,0,0,7e3dfded9ecd4e99fa28f3d983799480
Compagnie d’incompétents,"Toute reposes sur le cochonneries de logiciel. Je sais pas comment de fois j’ai appelé si leur application dit que c’est ça le problème et que tu appelles pour essayer de te faire comprendre, tu vas te buter à une incompétence magistral!!!! j’ai été vers Vidéotron, plus de problème pendant six mois avec bell et leur caca d’applications j’avais des problèmes plusieurs fois par jour .",1,Gab1019,11.3.1,2025-03-22 06:54:40,Bell,iOS,itunes_rss,2025-05-29,0,0,4dc915398aa2ec7c03a0113808166d5d
Internet,"Internet has been terrible.Half the time it is not working.After many calls to bell,new modem and service calls it was confirmed there is problems with the bell copper wires.",1,Vandy#1,11.3.1,2025-03-22 02:49:27,Bell,iOS,itunes_rss,2025-05-29,0,0,e9e7df8b2796b6ea0db4d6339afa1e0a
😏yai,"Vous ne pouvez pas dire qu’ils ne sont pas compréhensible, ils sont très compréhensible, ils sont les meilleurs",5,Yo-yo-ji,11.3.1,2025-03-21 14:49:00,Bell,iOS,itunes_rss,2025-05-29,0,0,f85d5a022268826a2774ba21403e3e60
Tarif,Augmentation +++++++++++++++,2,Haldéa,11.3.1,2025-03-21 12:40:31,Bell,iOS,itunes_rss,2025-05-29,0,0,5027736e6f9968b212f44e3ed76addf6
Bell is the worst company ever,Bell is the worst company ever,1,Anislamimi,11.3.1,2025-03-21 10:00:06,Bell,iOS,itunes_rss,2025-05-29,0,0,9ffa60abbc9f7f7cb47b2392c765fc70
Links not working,"Today, I am trying to view the usage of the SMS that was charged on our account, it just waits going round and round. A couple of weeks back I wanted to check data usage for the same account but was never able to see for exact same reason. I believe we didn’t use both overages, and trying to verify but not able to.",1,Awe35omeness#1,11.3.1,2025-03-21 09:03:17,Bell,iOS,itunes_rss,2025-05-29,0,0,ac6f31689798fc22074349cf50dbc5b7
Charged for calls told would be not,Bell rep did not record our conversation or some one is lie ing,2,Disappointed travler 2025,11.3.1,2025-03-21 06:50:44,Bell,iOS,itunes_rss,2025-05-29,0,0,1b6ff501e3413ff8eaa106de8bca825f
Terrible App,Always under maintenance,1,Rosepod1,11.3.1,2025-03-21 05:11:31,Bell,iOS,itunes_rss,2025-05-29,0,0,17ececb8e30e5190ad861a0def2382e2
love it,"iPhone 16 pro max, cell service is amazing I love it",5,Rach123748383,11.3.1,2025-03-20 17:19:28,Bell,iOS,itunes_rss,2025-05-29,0,0,c7bda7a39d67410d6ac91f7f4ef73dd5
Not working,Recent update unable to log out.,2,Maro202,11.3.1,2025-03-20 14:48:47,Bell,iOS,itunes_rss,2025-05-29,0,0,0b50b266a9be3082047017e28273da1c
Billing,Happy with service but its increasing amount is starting to make me think it’s time for a change or at least an adjustment made.,3,Brp900guy,11.3.1,2025-03-20 12:44:53,Bell,iOS,itunes_rss,2025-05-29,0,0,5707edd2add023b6284556b8c608541b
Service,Great service and filled my request,5,Ricklag,11.3.1,2025-03-20 08:03:23,Bell,iOS,itunes_rss,2025-05-29,0,0,3d2f538afd51f98b1705f6fbab7a833f
payment,Very convenient to pay,5,8kwaretsay5,11.3.1,2025-03-20 06:52:29,Bell,iOS,itunes_rss,2025-05-29,0,0,e2a383b74bfb31663a19d1f676e98d59
Wi-fi,Internet WiFi turns off all the time,2,wowiecrayfish,11.3.1,2025-03-20 06:33:43,Bell,iOS,itunes_rss,2025-05-29,0,0,461e08380832987222c34622ee87e2b8
Buttons aren’t live,Trying to update my credit card and the button is not live. I even restarted my phone. I find this app very clunky.,1,griffM,11.3.1,2025-03-19 18:46:47,Bell,iOS,itunes_rss,2025-05-29,0,0,06bf65d4c26d5d2018995edcd0466e49
Terrible,"Constantly stalls and lags. Doesn’t load. Cant pay bills, errors everywhere.  Once you fix the app I’ll pay my bills.",1,WideTurnTanner,11.3.1,2025-03-19 17:54:26,Bell,iOS,itunes_rss,2025-05-29,0,0,71bf34b086b62e0a143970041b0e94b7
Bell’s products,Do not ever go with Bell,1,ayaz adel,11.3.1,2025-03-19 07:22:24,Bell,iOS,itunes_rss,2025-05-29,0,0,942384e3af9d2c6212bf554036b65c21
Your Error,This isn’t the first time you emailed me about a late payment when l have an authorized payment plan. My credit card hasn’t changed since last month so what is the problem with you?,1,Abbytoby,11.3.1,2025-03-19 06:33:41,Bell,iOS,itunes_rss,2025-05-29,0,0,1c077b0c9a4fb023babaae6f9e09d638
Doesn’t work,App is always hanging,1,nafnmim,11.3.1,2025-03-18 18:06:43,Bell,iOS,itunes_rss,2025-05-29,0,0,15ac69397037aac01481ffa581a1fd88
Disgraceful,A deliberate attempt to run up interest charges when they have received payment via cheques sent by courier delivery previously. Shameful.,1,Comox Lazo,11.3.0,2025-03-17 21:19:56,Bell,iOS,itunes_rss,2025-05-29,0,0,7f2933a8624e2ff6fafdf6e84e360702
Returned service but bill no change,"Why i returned equipment to Bell, but bill never change",2,samsonhuynh,11.3.0,2025-03-17 20:05:41,Bell,iOS,itunes_rss,2025-05-29,0,0,05be77602b4e90288d585ca1b0fbe9bb
Login issues,Constantly having login issues saying system error etc,1,Mansquansh,11.3.0,2025-03-17 14:31:28,Bell,iOS,itunes_rss,2025-05-29,0,0,7d18522fa83dffb8a8e89402b1183239
Doesn't work,"app used to work, now it just scans face and stays on the loading screen for 10mins+",1,Daryl264927491,11.3.0,2025-03-17 14:17:04,Bell,iOS,itunes_rss,2025-05-29,0,0,4dafdc0134e74f2191e0b939ca12e2fb
Very Slow,Takes while to load app,1,Don1as,11.3.0,2025-03-17 12:45:34,Bell,iOS,itunes_rss,2025-05-29,0,0,822c0414b7b3901536d49cd38e3321d8
Pricing,Rogers is cheaper. I’m switching,1,Jo enz,11.3.0,2025-03-17 07:09:45,Bell,iOS,itunes_rss,2025-05-29,0,0,12860cf34c99d38ceb4a50d2a59867c3
Payment issue,"I’ve paid this bill 3 times and it doesn’t get processed, resulting in a late fee…",1,DenDen506,11.3.0,2025-03-17 06:07:26,Bell,iOS,itunes_rss,2025-05-29,0,0,bb947aefcc937b039429f1912e85c93a
horrible,You need to fix my ongoing service issues and do better.,1,Chris.Paul.Austin.Music,11.3.0,2025-03-17 05:02:44,Bell,iOS,itunes_rss,2025-05-29,0,0,f148c5b5193fc2698df92835247e0b68
Can’t get in to my bell,Can not get into my account and change internet package,1,Jafar I Shah,11.3.0,2025-03-16 16:56:58,Bell,iOS,itunes_rss,2025-05-29,0,0,9e28c7dbe84fa38b4566d57010000840
Unsatisfied,Switching to bell has been the biggest mistake ever. Very dissatisfied with my account.,1,Not happy with Bell…,11.3.0,2025-03-16 09:04:10,Bell,iOS,itunes_rss,2025-05-29,0,0,46d8228b3541855205135bccb1cf4f10
Too expensive,Rapport qualité prix n’est pas la.,1,Vin Muse,11.3.0,2025-03-14 17:34:28,Bell,iOS,itunes_rss,2025-05-29,0,0,01e118cabf2cf89cc4311536e418d3c9
Bell always steals,"We changed the name on our usual Bell bill we have been paying for decades from my wife’s name to the husband’s name. Ever since, we have both been separately overcharged for multiple things and they even added another $50 charge (twice). We have both been fighting with Bell for weeks confused that they used a simple name change to cause all these problems and justifying it to charge extra money to both persons on ONE BILL. THIEVES",1,Bell’s latest sucker,11.3.0,2025-03-14 16:27:18,Bell,iOS,itunes_rss,2025-05-29,0,0,7690b3523f435e730b370bbeae236192
Garbage,You guys are charging Canadians a ridiculous cost compared to the rest of the world. Garbage service for Canadians.,1,xeezes,11.3.0,2025-03-14 12:05:51,Bell,iOS,itunes_rss,2025-05-29,0,0,c1b2a4be592f903bcbb95eeefa47a224
Network problem,Whenever I go out from Surrey. My network is not working. Am really so fed up,1,Hasankaur,11.3.0,2025-03-14 07:32:47,Bell,iOS,itunes_rss,2025-05-29,0,0,cc458ebe60fd6e94d0d85c6d2d54d5bb
Cher,Non mi avevano date questo che dovevo pagare così tanto,1,Ousmanu,11.3.0,2025-03-13 21:47:16,Bell,iOS,itunes_rss,2025-05-29,0,0,4fc99ce31493742e315b3adb5ccfef65
Reboot Modem Issuea,"For some reason, I’m having a lot of issues rebooting my modem through the iOS app on my iPhone 15 Pro and also my iPad Air. It never used to be an issue but now when you go to do it, it just shows my modem and my home address but when I go to select it, nothing happens. It’s like the screen freezes and it doesn’t let you reboot the modem so now I basically have to unplug it. I wish they could fix this bug.",5,Aburguy,11.3.0,2025-03-13 16:27:15,Bell,iOS,itunes_rss,2025-05-29,0,0,d6d7e5730326236eaa1262d5d1110044
Nothing is what they say,"I suspended my accounts “ on Bells advice” for seasonal suspension.  I’ve been home for 5 days, phoned 3 times and still our services are not up and running.  I guess I need to phone again and spend time on hold….nothing works on the Bell app to correct the problem",1,"Frustrated  yea, it’s taken",11.3.0,2025-03-13 16:00:17,Bell,iOS,itunes_rss,2025-05-29,0,0,a5893d9b770433203e5b7818943957dd
Honestly …,One of the best network in Canada honest network.,5,Naseeb.hakimzoy,11.3.0,2025-03-13 09:16:15,Bell,iOS,itunes_rss,2025-05-29,0,0,c39191480b6fc44bf5441aad98edd718
Can’t see your due date in the app,"In the app, you can’t see when your bill is due unless you actually download a PDF of your bill. I shouldn’t have to go digging around for the due date.

I’m reading all the responses from the developer in these reviews and it seems like the developer isn’t taking these reviews into consideration, they just want to give customers quick fixes. So I am expecting a message saying contact our customer service, and won’t expect this useful feedback to be considered.",3,Cndn girl,11.3.0,2025-03-13 06:42:30,Bell,iOS,itunes_rss,2025-05-29,0,0,ba8aac22f309840edcb5361d77ed7cef
Excelent!!,"Simple, fluide. Rien a dire. C’est parfait",5,Marycastill,11.3.0,2025-03-13 05:07:15,Bell,iOS,itunes_rss,2025-05-29,0,0,d14e44db58c4a091babab8259d9ac8fb
Bon service mais extrêmement  mélangé avec la facturation!,C’est très dur à suivre leur affaire! Les comptes devaient être regroupé dès le départ afin d’effectuer qu’un seul paiement et cela fait près d’un an et c’est un enfer à chaque fois pour effectuer le paiement,2,Dan Lariviere,11.3.0,2025-03-12 11:31:16,Bell,iOS,itunes_rss,2025-05-29,0,0,1142bac835e0e17c4463e1d9c95034ed
Customer Service,The representative that I dealt with was exceptionally helpful and knowledgeable. It was a pleasure dealing with someone who has the client’s concerns and best interest at heart. She deserves a raise for outstanding service.,5,MommaMia26,11.2.0,2025-03-12 07:32:41,Bell,iOS,itunes_rss,2025-05-29,0,0,54501ffb72da0765fe61330a63a857d0
Changing password & paying bill,Amazing help. Great support. Number one,5,Eagles soaring,11.2.0,2025-03-12 07:31:47,Bell,iOS,itunes_rss,2025-05-29,0,0,8de2ae3b199e8c03be3118bf4d9bd5c6
Rip off,My bill charges keeps on increasing monthly it’s always an increase on my bill,1,Dan2Real,11.2.0,2025-03-12 06:15:11,Bell,iOS,itunes_rss,2025-05-29,0,0,799651d6a3d68d6862f56a4e55b1477c
Making life easy,This process is reliable and simple to use. Paying my bill took less time than writing this review!,5,Chunga’s Revenge,11.2.0,2025-03-12 04:08:28,Bell,iOS,itunes_rss,2025-05-29,0,0,1405c5c8b4f36a146370922d9f1c633f
Put fibre in my area,I’ll continue to 1 star until fibre optic is installed in malton Mississauga,1,jutttin,11.2.0,2025-03-11 15:32:28,Bell,iOS,itunes_rss,2025-05-29,0,0,46457c248113e92856faa7420472a9af
Lower bills,Cheaper rates,1,I’m Happy123,11.2.0,2025-03-11 14:36:40,Bell,iOS,itunes_rss,2025-05-29,0,0,1b68c0fa4a8452d330bc575fa7ce3076
Poor service,Bell is the most terrible and horrible service provider I have dealt with all my life.,1,dan66extraboy,11.2.0,2025-03-11 09:44:57,Bell,iOS,itunes_rss,2025-05-29,0,0,0381d75c163ea0ace5d11034a6cd9fca
Repeated change to plan,Very unhappy with service,1,T Rex B,11.2.0,2025-03-10 17:14:23,Bell,iOS,itunes_rss,2025-05-29,0,0,e41fcc97fc0d5ca28fd2d0722749944d
Pas facile de faire les paiements,Lorsque je reçois la facture il est impossible de faire le paiement aussitôt car la page pour le paiement ne se charge pas,1,Ca cloche!,11.2.0,2025-03-10 12:20:18,Bell,iOS,itunes_rss,2025-05-29,0,0,31c389c58a6694fa7cfa08d95fe13217
So easy to use it’s scary,Very intuitive and has all the features I need to make self service easy. Thanks!,5,Ti_Ti🌹,11.2.0,2025-03-09 17:18:19,Bell,iOS,itunes_rss,2025-05-29,0,0,77ae26182a7ea49f42e1865fb2efe302
Bell app,"The app doesn’t allow you to cancel existing accounts or give prices for other services like internet,satellite it does however take your money it’s the first thing on your welcome page lol what a joke totally unacceptable from you jokers",1,Mikey 008,11.2.0,2025-03-09 14:31:51,Bell,iOS,itunes_rss,2025-05-29,0,0,9c23414fbf21618c576df17a5f2bb3e5
App issue,App is getting bad and service is getting worse and it’s getting expensive also,1,Zain abidi,11.2.0,2025-03-09 01:04:49,Bell,iOS,itunes_rss,2025-05-29,0,0,caf761d5671a33ec14bc7994ed426224
Service,Data is very slow and takes an hour to load videos and pictures in social media and data doesn’t work to hotspot,3,Shea fdo,11.2.0,2025-03-08 15:52:09,Bell,iOS,itunes_rss,2025-05-29,0,0,cccd298caeeecbd7174909958d03c88c
Charges increasing,Bell has increased the charges for my services twice in the past 6 months. Looking at alternatives,3,leissp,11.2.0,2025-03-08 15:28:46,Bell,iOS,itunes_rss,2025-05-29,0,0,ada68bd11fc17f0266c33ba22d9d765b
No help to me!,"I do not agree with how I have been previously billed, I thought Bell was a better option, I’m only disappointed.",1,i like how this wont send,11.2.0,2025-03-08 08:11:55,Bell,iOS,itunes_rss,2025-05-29,0,0,9180b8a53cd37bf36f0d6474fde27b9d
Beware - Third Party Ads,Discovered 3rd part ads in the app today. These could easily trick someone into thinking these are Bell promos. Remove the app.,1,Bellhasscammyads,11.2.0,2025-03-08 00:59:16,Bell,iOS,itunes_rss,2025-05-29,0,0,30f7e4e499617970393a9e473fa9a652
Forgets your password,"Typical of big Canadian institutions, when the software is updated it forgets or loses or password and or identity and it has to be reset.",1,PearlZ28,11.2.0,2025-03-07 12:49:07,Bell,iOS,itunes_rss,2025-05-29,0,0,0f0296e8bb632449d7a2593ba60f0f79
Your service sucks!,Can never set up a monthly payment plan. Constantly told my service is overdue. Can’t get out of this soon enough!,1,Gordie R S,11.2.0,2025-03-07 09:28:40,Bell,iOS,itunes_rss,2025-05-29,0,0,5e67a31d4631185e59dd92b28583dce8
Poorly designed and barely functioning,"I’ve had to use this awful app for 4+ years. Every iteration seems to be worse than the last. Regardless of how modern your device is, the layout frequently breaks or fails to display important information. Despite having FaceID/TouchID enabled, credentials are required to be re-entered regularly. “Save credit card” is enabled by default every time you want to process a payment (Bell does not have a great history of securely storing information). Everything about this app screams “built by an inexperienced engineering department.”",1,Burtawicz,11.2.0,2025-03-07 06:50:01,Bell,iOS,itunes_rss,2025-05-29,0,0,8dbb3b7cdadbecc66a7aa4442355f1cd
.,Worst sim of canada,1,0021Simran,11.2.0,2025-03-06 20:05:02,Bell,iOS,itunes_rss,2025-05-29,0,0,47a2c5c21605c2f1c1621cfb1d34ac67
Billing,Paying a bill is constantly a struggle on the app. It will not load!,1,Ester1985,11.2.0,2025-03-06 12:58:59,Bell,iOS,itunes_rss,2025-05-29,0,0,b9fabb0222a0fd5aacf869e38bec80b1
Andrea,Excellent,5,Andreas food,11.2.0,2025-03-06 07:24:51,Bell,iOS,itunes_rss,2025-05-29,0,0,aa258d5aba9910a1cb24a8f67dbe11a1
Scam,I paid my bill already and I have to pay again I have bank statement to prove it not happy I will be going to virgin mobile Friday,1,Ramrod trigger,11.2.0,2025-03-05 16:14:16,Bell,iOS,itunes_rss,2025-05-29,0,0,4290732dbc71541b94f628aeb9d9a58c
disappointed,"I just switched cell phone company, and the app is not even working. I’m trying to set up the whole thing. I’ve been trying every day for the past six days ever since last Friday. I want to set up my account information and it won’t let me login. I have a bill that needs to be paid for  the 18 of march and it keeps saying: “Sorry we've encountered a technical error on our side” how am I supposed to pay for a service that I can’t even use?",1,Melyna0282,11.2.0,2025-03-05 13:33:16,Bell,iOS,itunes_rss,2025-05-29,0,0,1ef3463ef5ca051c8cd599ea64926596
Not happy with the Bell TV App,"When I signed up I was told that the Bell Tv App will work away from home. I visit my daughter and grandson frequently, one hour away from my home and the TV app does not work. The message says it would only work from home I enjoyed this same service with Rogers. I checked with them yesterday and it still exists. I am tired having to fight with service providers. I suppose you would say I have options and you would be right",4,Big G forever,11.2.0,2025-03-05 07:51:42,Bell,iOS,itunes_rss,2025-05-29,0,0,ac6c202669d093e159b1e2483e910723
"The app sucks, promotes bad security hygiene!","The developers of the app disabled the pasting functionality in fields such as email and password. This makes it really hard to use the app, if you use strong passwords. In a way, it is promoting the user to create weak rememberable passwords instead of strong randomly generated passwords. Shame!",1,Abdul710,11.2.0,2025-03-04 21:36:49,Bell,iOS,itunes_rss,2025-05-29,0,0,a4f9960dedc7a327e575f35fadf1ca94
Great,"Great

Thank you",4,resumspeed,11.2.0,2025-03-04 19:24:36,Bell,iOS,itunes_rss,2025-05-29,0,0,2b11ef78b02dccbe1fc3533dd9225f1c
Technical support,Excellent technical support and customer services,5,Alecls,11.2.0,2025-03-04 15:59:05,Bell,iOS,itunes_rss,2025-05-29,0,0,ef0c3d243b50e0d621a70edd1e9ebe8c
Email,"Waited over two weeks for Bell to fix my email, great at billing not great at repairing their problems. Will be checking other providers.",1,Whiter1005,11.2.0,2025-03-04 07:37:21,Bell,iOS,itunes_rss,2025-05-29,0,0,804ab65f75a3d2caa3ec884b286f4cb3
Cost increase,Cost for services has almost doubled in less than 2 years.,1,dhdueibehe,11.2.0,2025-03-04 07:05:19,Bell,iOS,itunes_rss,2025-05-29,0,0,bcb80416604c4ccafa500af1eb2b3af3
Customer service,After 33 years of being a customer once again I had to figure it out myself that I was being ripped off and paying too much for internet. Once again because I changed my plan to save a few bucks I lose my loyalty discount. It won’t be long Bell I’ll be leaving you altogether,1,pinu0908,11.2.0,2025-03-03 16:52:02,Bell,iOS,itunes_rss,2025-05-29,0,0,6a3df5bc319609500e6117d8f78bea62
Mauvais à fuir,Internet vraiment lent. Faux 5G voire 5G+ comme ils le prétendent. Chez l’opérateur que j’étais avant avec son 4G était mieux que l’internet mobile de Bell,1,Jean Robens,11.2.0,2025-03-03 16:29:30,Bell,iOS,itunes_rss,2025-05-29,0,0,e06991eee445faf286153b3ac7f651f1
Excellent,Good,5,Razzpha,11.2.0,2025-03-03 15:31:03,Bell,iOS,itunes_rss,2025-05-29,0,0,2038b2ea4abb71ab7655415aeaf51f86
Poor network,Charges me different bill each month it’s more thn I supposed to pay and service is so so poor !,1,beshivam,11.2.0,2025-03-03 10:00:01,Bell,iOS,itunes_rss,2025-05-29,0,0,f883246a307073ffe11f3688c1ce061c
Not good service!,Lied to and ripped off again! Shoulda learned not to deal with you lying thieves back in the day!,1,Rogers was better,11.2.0,2025-03-03 05:03:56,Bell,iOS,itunes_rss,2025-05-29,0,0,cff186e576b1c46dba22de76e848a411
Unhappy customer,"Your app rarely works. Seems like every other time I go to pay my bill the app has an internal error. Take at least 10min for me to pay my bill, if I want to review my bill it takes even longer. Last month there was a billing error and I was billed incorrectly, now you are asking me to pay the full amount this month. Doubling my bill. Unsure why your billing error is my problem. As a loyal customer I will be looking at my options for a new provider soon.",1,Your app don’t work,11.2.0,2025-03-02 13:39:10,Bell,iOS,itunes_rss,2025-05-29,0,0,6e675e8834d1e85d4a967dc925fbd4b3
Had a wireless billing problem.,"Had a problem regarding a charge for an unreturned modem. 
A gentleman named Ems was extremely polite and helpful ! He made it a positive experience.",5,ebarryw,11.2.0,2025-03-02 09:39:48,Bell,iOS,itunes_rss,2025-05-29,0,0,a3b81b477bb4f9e6bff1c050e29fa5ed
Bell app,"This app is garbage and not user friendly. Impossible to navigate. It freezes, it doesn’t let me select between accounts",1,Ding Dong App,11.2.0,2025-03-02 08:19:42,Bell,iOS,itunes_rss,2025-05-29,0,0,4c527337a963525e7d4e2e87d8c56da0
